text,score
"Se encuentran dos amigos:
– ¿Sabes? Hoy me he comprado una paloma que cuesta diez mil euros.
– ¿Mensajera?
– No no, no te exagero",1
"- ¿Que le dice un chinche a otro chinche?
- Te voy a ser chinchero, yo te quiero",1
"- ¿Qué le dice una morsa a otra morsa?
- ¿Almorsamos o qué?",1
"- Estoy leyendo un libro nuevo que se llama ""La honestidad y otros valores"" 
- Que bueno, ¿dónde lo compraste? 
- Lo robé de la librería de la esquina",1
"- Mamá, soy fea? 
- No hija, tienes lo que todo hombre desearía para si. 
- En serio? 
- Si, tienes voz gruesa, espalda ancha y pelos en el pecho.",1
Todo era risas hasta que nos dimos cuenta que el tartamudo quería JAMÓN,1
"Un hombre entra en una panadería…
-¿Tiene usted pan de ayer?
-Sí
-Pues no haber hecho tanto, tonto.
…Y se va",1
"Una pera esperando el autobús. Llega una manzana y le pregunta:
- ¿Hace mucho que espera?
- Toda la vida.",1
"- Papá, papá ¿vendrás a mi graduación?
- No, hijo. Cuando llegues a casa ya me enseñarás tus gafas nuevas.",1
"Entra un borracho en una comisaría: 
- ¿Podría ver al hombre que robó ayer en mi casa? 
- ¿Y para qué lo quiere ver? 
- Para saber cómo entró sin despertar a mi mujer.",1
"- Que significa WHY en inglés?
- Por qué.
- Por saberlo",1
"- No sé si conseguiré enamorar a esa chica...
- ¿Tienes vacas y ovejas?
- Sí.
- Pues ya tienes mucho ganado.",0
"- Papá, que significa sintaxis
- Que tienes que coger el autobús
- Gracias papá, eres genial
- Uno que ha estudiao",1
"Una cita por Tinder, todo son nervios:
- Hola, soy Antonio
- Hola... soy Sara... Vaya, si eres vizco
- No, lo que pasa es que tengo un ojo tan bonito que el otro se lo queda mirando",1
"-¿A qué te dedicas?
- Básicamente a respirar. No gano mucho, pero me da para vivir.",1
"A fin de relajarse tras su ardua labor de predicar y obrar milagros, Jesús decide tomarse un descanso a orillas del mar de Galilea. 
Durante una partida de golf con uno de los apóstoles, se encuentra con que ha de llevar a cabo un golpe complicado; Jesús lo hace mal y la pelota termina en el agua. Así que recurre a su truco habitual: camina sobre las aguas hasta donde está la pelota, se agacha y la recoge. Cuando Jesús intenta repetir el golpe, el apóstol le dice que es muy difícil: 
- Sólo alguien como Tiger Woods puede conseguirlo; 
Jesús le contesta 
- Soy el hijo de Dios, puedo hacer cualquier cosa que haga Tiger Woods!
y repite el golpe. La pelota acaba de nuevo en el agua, de manera que Jesús vuelve a caminar sobre su superficie para recuperarla. En ese momento, pasa por allí un grupo de turistas americanos, y uno de ellos, al observar lo que ocurre, se vuelve hacia el apóstol y le dice: 
- Dios mío, ¿quién es ese tipo? ¿Es que se cree Jesús o qué?
A lo que el apóstol le contesta: 
- No, se cree Tiger Woods!",1
"Jaimito ¿cómo te ha salido el examen de Matemáticas?
- Pues más o menos como a los del Polo Norte
- ¿Cómo a los del Polo Norte? ¿Qué quieres decir?
- De cero para bajo mamá, de cero para bajo!",1
"En una discoteca, un chico pregunta a una chica:
- ¿Bailamos?
- Claro. ¿Pero quién saca a mi amiga?
- Ahhh, por eso no te preocupes. ¡SEGURIDAAAAD!",1
"Había una vez un rey que quería ir a pescar. Llamó al meteorólogo real y preguntó por el pronóstico del tiempo para las próximas horas. El meteorólogo le aseguró que no había ninguna posibilidad de lluvia en los próximos días.

Así que el rey fue a pescar con su esposa, la reina. En el camino se encontró con un granjero que iba en su burro. Al ver al rey, el granjero le dijo: 
- Su Majestad, debe regresar al palacio de inmediato porque en poco tiempo una gran cantidad de lluvia caerá en esta zona.

El rey hizo caso omiso confiando en su pronosticador profesional del tiempo. Así que siguió su camino.

Poco tiempo después una lluvia torrencial cayó del cielo. El rey y la reina quedaron totalmente empapados y su séquito se rió al verlos en ese estado tan vergonzoso.

Furioso, el rey regresó al palacio y dio la orden de despedir al profesional. Entonces convocó al granjero y le ofreció el prestigioso y muy bien pagado trabajo de pronosticador real.

Pero el granjero le contestó: 
- Su Majestad, no sé nada de previsiones, obtengo mi información de mi asno, si veo las orejas de mi asno caer, significa con certeza que lloverá.

Así que el rey contrató al burro. Y así comenzó la práctica de contratar burros para trabajar en el gobierno y ocupar las posiciones más altas e influyentes.",1
"- Camarero, ponga una de calamares a la rumana, por favor.
- Será a la romana.
- Irina, cariño, dile al camarero este de dónde eres...",1
"Entra un ciego en un bar y le dice a la camarera de la barra.
- Quieres oír un chiste de rubias?
La camarera responde.
- Soy rubia, y el surfero que está a tu lado también, y los 3 militares que tienes detrás también, en la mesa del fondo hay un pareja de rubias y esos moteros que están fuera 2 son rubios también. Estás seguro de que quieres contar el chiste?
- Naaah paso, que lo tendría que explicar 9 veces.",1
"- Johnson de homicidios, ¿quién es?
- Agente Aguirre.
- ¿Qué ha pasado?
- Asesinato de un varón de 38 años. Su madre le ha dado 6 puñaladas por pisar lo fregao.
- Han detenido a la madre?
- No, todavía está mojado",0
"Esto es un capitán y un marinero.
- Capitán, ¿puedo desembarcar por la izquierda por favor?
-Se dice por babor.
- ¿Puedo desembarcar por la izquierda por babor?",1
"- ¿Qué hace un boli Bic en el aire?
.... AeroBic.",1
"- Caballero, ¿vino con el filete?
- No, he venido yo solo.",1
"- ¿En qué se parecen los árboles de navidad y las piernas de tu suegra?
- En que los dos tienen el “cableado por fuera”",1
"Una bombilla en una fiesta le dice a otra:
- Tia! Te noto como apagada.
Y su amiga le contesta:
- No, es que estoy fundida.",1
"- Y para terminar la entrevista..., dígame cuáles son sus hobbies preferidos.
- Bilbo, Frodo y Samsagaz.",1
"- Ha cometido usted un crimen matemático.
- Pues, lo asumo.
- Pues, lo arresto.",1
"- Ahí va Patxi, como cortas troncos! Donde has aprendido?
- Pues en el Sahara!
- Pero si allí no hay arboles!
- No, ahora ya no...",1
"- ¿Tienes wi-fi?
- Sí
- ¿Y cuál es la clave?
- Tener dinero, llamar a una operadora y contratarlo, no tiene más...",1
"- ¿Por qué los patos no tienen amigos?
- Porque son muy antipáticos",1
"En la pescadería, comprando para la cena de navidad: 
- Muy buenas, hay gambas?
- Muy buenas.
- Muy buenas, hay gambas? 
- Muy buenas
- ....",1
"- ¿Sabes a qué actor le dan siempre el pésame?
- A Johnny DEP",1
"Esto es un hombre mayor que va a su médico, pero va acompañado de dos preciosas mujeres morenas, de cuerpos voluptuosos y sonrisas radiantes. El doctor, sorprendido le pregunta: 
- Pero Ramiro ¡¿Cómo está usted?!
- Bien, doctor, he seguido sus indicaciones y mano de santo oiga!
- Le dije que necesitaba dos muletas ¡no dos mulatas!",1
"Después de medio siglo de matrimonio, él se muere, y al poco tiempo después, ella también y se va al cielo.
En el cielo, ella encuentra al marido y corre hasta donde él y le dice:
- ¡Amor mio! ¡Que bueno encontrarte!
Y él responde:
- ¡No me vengas con esas! El contrato fue clarito: ¡Hasta que la muerte nos separe!",1
"Dos cazadores se encuentran persiguiendo a una presa por el bosque cuando uno de ellos cae al suelo. El hombre parece haberse quedado sin aliento y tiene los ojos vidriosos. Su compañero agarra el teléfono, llama al número de emergencias y dice jadeando:
- ¡Mi amigo está muerto! ¿Qué puedo hacer?
La operadora le dice:
- Tranquilícese, puedo ayudarlo. Primero asegurémonos de que efectivamente está muerto.
Se crea un silencio y a continuación se escucha un disparo. Al volver al teléfono, el amigo dice:
- De acuerdo, y ahora ¿qué?",1
"- ¿Cuál es el animal más antiguo? 
- La vaca
- ¿Por qué? 
- Porqué esta en blanco y negro.",1
"-Papa, ¿por qué te casaste con mama?
- Tu tampoco te lo explicas, ¿verdad hijo?",1
"Tía Rosario, ¿de donde vienes?
- Del salón de belleza.
- Estaba cerrado, ¿verdad?",1
"Aun no había comenzado la misa. Algunos conversaban bajito, otros rezaban. De repente se aparece el Diablo frente a la congregación.
Todos salen disparados en estado de pánico. Todos... menos un viejecito que ni se movió. El Diablo le clavo una mirada fulminante y le dijo:
- ¿Y tu? ¿No me tienes miedo?
- ¡Que va! ¡Estuve casado con tu hermana cuarenta años!",1
"Llega Tomás a un hotel y pide habitación.
El encargado le dice que sólo tiene una cama en un cuarto compartido, la cual nadie quiere porque el otro huésped ronca muy fuerte.
Tomás le responde que no hay problema y decide compartir la habitación.
A la mañana siguiente el encargado le pregunta si durmió bien.
- Perfectamente -responde Tomás.- ¡Muchas gracias!
- ¿Y el señor de los ronquidos?
- Mire, apenas entré en la habitación, le di un beso en la mejilla y una palmadita en la nalga. ¡¡¡Y se pasó toda la noche con los ojos abiertos y con el culo pegado a la pared!!!",1
"Los feligreses en la iglesia y el padre comienza a hablar: 
- Hermanos hoy vamos a hablar de las mentiras. ¿cuantos de ustedes recuerdan que dice el capitulo 32 de San Lucas? 
- Y todos levantaron las manos.
- Precisamente a eso me refería, el evangelio de San Lucas solo tiene 24 capítulos.",1
"- María, tú me estás engañando con el filósofo del pueblo.
- Eso no son más que falacias Pedro, simples falacias.",0
"- Disculpe ¿me puede decir la contraseña del Wifi de su Bar?
- Tómate una caña por lo menos, hombre!
- Aja... ¿Todo junto?",1
"- Mi mujer me dijo que ya no podía más, qie necesitaba más espacio.
- ¿Y qué hiciste?
- La regalé un disco duro de 2Tb.",1
"- ¿Este vino, de dónde es?
- De Islandia, creo.
- ¿No pone la ciudad en el envase?
- Tetravrik.",0
"Dos leperos van al médico y ven un cartel: “CONSULTA DE 4 A 7”. Así que uno de ellos le dice al otro:
-Oye, que solo somos dos, vamos a buscar otra pareja de enfermos.",1
"Estaba un catalán en su casa y le da un ataque cardíaco, avisan a la ambulancia, lo montan en la camilla, lo suben en la ambulancia y de camino el médico le dice a su ayudante:
-¡Rápido, póngale la mascarilla!
Y el catalán:
-¡No, por favor, póngame la más baratilla!",1
"Se abre el telón y se ve un tetrabrik de Don Simón.
¿Cómo se llama la película?
-”Es tinto básico”.",0
"Dos vascos:
-Oye, Patxi, ¿en el cielo habrá frontón?
-Pues yo creo que sí, Iñaki, porque, si allí todo es perfecto, pues habrá frontón.
-Oye, pues el primero que se muera que se lo diga al otro.
-De acuerdo.
Al cabo de unos años, Patxi se muere y, al día siguiente, Iñaki oye una voz de ultratumba:
-Iñaaaaaki, Iñaaaaki, Iñaaaaaki, soy Patxi.
-¿Qué quieres?
-Que te tengo que dar dos noticias, una buena y otra mala.
-¿La buena?
-Que yo tenía razón, que aquí hay un frontón fantástico, de más de 60 metros de fondo y unas instalaciones alucinantes.
-¿Y la noticia mala?
-Que juegas mañana a las 11:00",1
"Esto es un hombre que entra a un restaurante y le pide a un camarero el menú del día. El camarero le entrega la hoja, en donde se puede ver que es un menú algo caro (45€). Al leer aquello, le pregunta al camarero:
-¿Oiga, pero aquí no hacen descuento a los colegas?
- ¿Ah! Pero usted también es camarero?
-No, soy un ladrón.",1
"- Mi novia me ha dejado una nota en la mesa que ponía:
""Me voy, no hay química""
- No la entiendo, ¿si le han anulado la clase para qué va?",1
"Dos mujeres, una le dice a la otra:
- Mi marido es marinero y se pasa 11 meses en el mar y uno en casa.
- Vaya... ¿Se te debe hacer eterno?
- No te creas porqué se pasa medio mes en casa de su madre.",1
"Un marinero de un barco que se hunde grita desesperadamente:
- ¿Hay alguien a bordo que sepa rezar con devoción?
- Sí, yo, responde un pasajero.
A lo que el marinero responde:
- ¡Perfecto, porque nos falta un chaleco salvavidas!",1
"En Bilbao, al salir de un examen de Análisis Matemático:
- Oye Patxi, ¿qué te ha dado el segundo límite, pues?.
- Más infinito
- ¿Sólo?",0
"Estan 2 cadaveres en el cementerio y uno empieza a reírse y dice:
-Jajajajaaja, me vivo de la risa!",1
"Había un campo tan verde, tan verde verde, que las ovejas menores de dieciocho años no podían entrar.",0
"- Amor mío, creo que podríamos tener otro hijo.
- Me parece bien, a mi tampoco me gusta el que tenemos ahora...",1
"- ¡Cariño, estás obsesionado con el fútbol y me haces falta!
- Queeeeeé??? Faltaaa? Falta? si ni siquiera te he tocado, vamos.... como puedes decir falta...",1
"Un hombre va caminando por la calle, ve una tienda de ropa, entra y comienza a pelearse con el maniquí.
- Oiga, que hace pegando a este maniquí
- ¡Es que no soporto a las personas falsas!",1
"- Ya no me escuchas cuando te hablo Antonio
- Lo que quieras cariño, una tortilla o lo que te venga bien, tampoco tengo mucha hambre.",1
"- Papá, ¿qué significa patriota?
- ¿Has visto todos esos catalanes que piden la independencia?
- Sí
- Po tráeme una birra. Y pa-ti-otra",0
"- Nos gusta mucho su currículum, señor Juan, pero no especifica su teléfono.
- No.
- ¿Y cómo le llamamos?
 - Juan.",1
"- Una pregunta, ¿los vagos vamos al infierno? ¿O vienen a recogernos?",1
"Un ladrón entra a un banco, apunta con su arma al cajero y exige que le de todo el dinero.
Una vez con el botín, se da la vuelta hacia uno de los clientes y le pregunta:
- ¿Usted me vio robar?
- Si, pero de refilón
El ladrón le pega un tiro en la cabeza.
Se dirije a otra persona que había al lado:
- ¿Y usted,me vio robar?
- No, la verdad es que apenas vi nada...
El ladrón le pega dos tiros en la cabeza.
Se da vuelta hacia una familia que estaba parada a su lado y pregunta:
- ¿Y usted, me vio robar?
El hombre le contesta:
- Yo no vi nada... pero mi suegra si, la vi grabándote con el móvil.",1
"- ¿Que le dice un bosque argentino a otro?
- ¿Y vos qué?",1
"Una rata que se echa un murciélago de novio y otra rata amiga suya le dice:
- Oye vaya novio feo te has echado no?
- Si, pero es piloto",0
"- Doctor, todo el mundo cree que soy un mentiroso
- Sinceramente, eso no puede ser...",0
"Una vecina a otra:
- Uo! Es increíble el parecido que tiene tu hijo con su padre!
- Sí, ya... pero habla más bajo que mi marido está en casa!!",1
"En la Farmacia:
- ¿Tienen pastillas para el cansancio?
- Están agotadas",1
"En la escena del crimen:
- Hola! John, soy de narcóticos.
- Javier, yo soy más de cubatas de toda la vida.",1
"- Papá, tengo una buena y una mala noticia...
- Empieza por la buena, dame una alegría anda...
- ¡Los airbags de tu coche funcionan muy bien!",1
"- ¿En qué trabajas?
- Soy director general de una empresa de importación y exportación.
- Qué puesto más importante
- ¡Y exportante!",1
"- ¿Cómo se despiden los químicos?
- Ácido un placer",1
"Si un gallego te guiña un ojo, ¿es un galleguiño?",1
"Dos pueblerinos hablando:
- Tengo un problema, y es que a mi vaca no le gustan los toros.
- ¿Has probado a llevarla al fútbol?",0
"Un hombre le pregunta al dueño del hotel:
- No lo entiendo ¿por qué en verano cobras menos por noche que en invierno?
- Claro es muy sencillo, ¿no ves que en el verano las noches son más cortas?",0
"- Camarero, una ración de setas!
- Serán 15€, por favor.
- Pero... ¿me las va a cobrar antes de comerlas?
- Es que con las setas... nunca se sabe!",0
"Una pareja de novios recién casados comentan:
- Oye, una pregunta amada mía, que se me acaba de ocurrir sin motivo... 
- Dime mi amor
- Si algún yo me muriera ¿Llorarías?
- Pues claro!. No ves que yo lloro por cualquier tontada...",0
"Inscripción en la lápida de un hipocondríaco: 
""Ya te decía yo que algo me pasaba""",1
"En clase dos niños:
- Mi bolígrafo escribe en diez colores.
- Bah! Eso no es nada! El mío los escribe todos!
- Anda ya, pero si el tuyo sólo tiene tinta azul..
-Ya, pero es capaz de escribirlos todos te lo voy a demostrar
..Y escribe en una libreta : rojo, rosa, verde, amarillo, violeta, azul, granate, negro...",1
"Un hombre al lado de un río que quiere atravesar, le pregunta a otro hombre que estaba al otro lado del río:
- ¿Es muy profundo este río? ¿Se puede pasar sin que me cubra?
- Sí, claro que sí, sin problema. Es un río muy seguro y tranquilo.
En esto que el hombre se mete todo dispuesto en el río, y de repente se le empieza a llevar la corriente río abajo. Cruza como puede nadando a la desesperada y sale del río, se dirige enfadadísimo hacia el hombre:
- Pero tú, desgraciado!! Cómo me dijiste que el agua no cubría y que se podía cruzar sin ningún problema el río!!??
- Ah... pues... hace unos minutos lo cruzó un patito y el agua no le cubría nada!",0
"- ¿Por qué nunca llueve en URUGUAY?
- Porque está debajo de PARAGUAY.",1
"- Camarero, hay una mosca en la sopa!
- Tranquilo, que la araña que hay en el pan se la comerá pronto...",1
"En un restaurante:
– Camarero, camarero, ¿tiene usted ancas de rana?
– Sí, señor.
– Bueno, pues brinque hasta la cocina y tráigame mi filete, por favor.",1
"En la recepción de un hotel:
- ¿Nombre?
– Bond, James Bond.
– Bien, Bond James Bond
– No. James y Bond a parte
– ¿James Bonaparte?
– James Bond, y ya
– ¿James Bonilla?
– Apunte 007…
- ... Lo siento... esa habitación no está disponible
- ...",1
"- ¿Cómo se dice pelo sucio en chino?
Chin cham pu.",1
"- Papa, Papa! Ayer salí con mi nuevo novio mecánico y me dijo algo que no entiendo. Me dijo que tengo un lindo chasis y dos bellos amortiguadores, aparte de dos fabulosos paragolpes.
El padre le contesta:
- Dile a tu novio, que si abre el capo y mide el aceite del motor,le rompo el tubo de escape!",1
"- Tu rezas antes de comer.
- No señor. Mi madre es buena cocinera.",1
"Este es un tío que llega a una farmacia y pide algo para la diarrea. El farmacéutico de guardia, que hacía poco que ha empezado a trabajar, se confunde y le da un laxante. 
El hombre sale de la farmacia y se toma el laxante. Inmediatamente empieza a notar los efectos y echa a correr como un descosido hacia su casa. A eso de 200 metros le para un peatón y le pregunta:
- Perdón, ¿Sabe usted donde hay una farmacia?
- Si. Siga la linea amarilla!!!",1
"- A ver Jaimito, si tengo cuarenta manzanas en una mano y en la otra tengo cincuenta, ¿qué tengo en total?
- Las manos muy grandes.",1
"- ¿Tu sabías que las cajas negras de los aviones en realidad son naranjas?
- Que me dices! ¿no son cajas?",1
"- Mi novia me trata como a un filetito de carne.
- Y cual es el problema ?
- Que es vegetariana.",1
"Era un bebe tan feo tan feo tan feo que cuando nació el médico dijo:
-He hecho lo que he podido pero al final ha conseguido salir.",1
"Había una vez dos bellísimas doncellas paseando por los alrededores de su castillo. De pronto, una de ellas escuchó una tímida voz que gritaba:
- ¡Ehhhh! ¡Mirad aquí abajo!
Las doncellas miraron y vieron un pequeño sapo a la orilla del foso.
- ¡Hola! -dijo el sapo-. En realidad soy un cantante, pero un genio malvado me ha convertido en un sapo. Si una de vosotras me besa, volveré a ser cantante y viviremos felices para siempre.
Entonces, la más bella de las dos doncellas lo cogió con la mano y se lo metió en el bolsillo.
- ¿Cómo es eso? -le pregunta la otra doncella-. ¿No vas a besarlo?
- ¿Estás de broma? -responde la bella-. ¡Puedes ganar mucho más dinero con un sapo que habla que con un cantante!",1
"Se encuentran por la calle un trompetista con un amigo:
- Trompetista: ""Hola José, ¿escuchaste mi último recital?""
- José: ""¡Eso espero!"".",0
"- ¿En que consiste la acción de besar?
- Es cuando el sujeto sujeta a la sujeta con su jeta.",1
"- ¿Cómo se puede identificar a uno de Lepe en un submarino?
- Es el que lleva el paracaídas puesto.",0
"Entra un cartero en una casa, y encuentra un cartel que dice, ""Cuidado con el loro"".
El cartero hace caso omiso y continúa caminando, y encuentra otro cartel que dice, ""No moleste al loro"".
El cartero un poco asustado abre la puerta, y ve un lorito pequeño y viejo, con un cartel que dice, ""Loro peligroso"".
El cartero riéndose toca la jaula para saludar al lorito, el loro mira hacia abajo y dice a su perro:
- ¡Dogo, ataca!",1
"Dos gallinas se cruzan por el corral y una le dice a la otra: 
- ¿Qué tal? ¿Cómo va eso? 
- Pues no muy bien, la verdad... 
- ¿Y eso, qué te pasa? 
- No sé, creo que estoy incubando algo.",0
"Había un tipo gritando en la playa como un loco:
- ¡Una ballena, una BALLENA!
Se acercan todos los bañistas corriendo. Después vienen los policías y preguntan:
- ¿Dónde está la ballena?
El hombre responde:
- No, no señor, es que se me han caído dos botellas de cerveza al mar y una VA LLENA.",1
"- ¿Que le dice un pato a otro pato que estaban compitiendo en una carrera?
- Hemos empatado",1
"¿Qué le dice una silla rica a una silla pobre?
Pobrecilla...",1
"Pasa un taxista a 140 km/h camino del aeropuerto y le dice un policía a otro:
- ¿Ese tipo no es al que le quitamos el carné la semana pasada?
- Ese es!! vamos a por el.
Paran al taxista y le preguntan:
- ¿Y el carné?
A lo que el taxista les responde 
- ¡¡No me digan que me lo han perdido!!",1
"- ¡Alto! Se ha saltado un semáforo en rojo. Tengo que ponerle una multa. Dígame su nombre.
- Josetxu Aristeguicorteneindiaguirre de Urrutxomengasalaberría y Mendiagorrialbizu de Gurruchagagoitiaga.
- Bueno, rojo.... lo que se dice rojo.. no era: era ámbar intenso, más bien. Siga, por favor...",1
"Un pasajero le toca el hombro al taxista para hacerle una pregunta. El taxista grita, pierde el control del coche, casi choca con un camión, se sube a la acera y se mete en un escaparate haciendo pedazos los vidrios.

Por un momento no se oye nada en el taxi, hasta que el taxista dice:

– Mire amigo, jamás haga eso otra vez! Casi me mata del susto!
El pasajero le pide disculpas y le dice:
– No pensé que se fuer a a asustar tanto si le tocaba el hombro
El taxista le dice:
– Lo que pasa es que es mi primer día de trabajo como taxista
– ¿Y qué hacía antes?
– Fui chófer de carroza funeraria durante 25 años",1
"- Soy una persona seria, responsable, emprendedora, altruista, trabajo en equipo...
- Ha dibujado usted una casita con un árbol en el currículum...
- También pinto",0
"Un médico que se encuentra a otro en el cementerio y le pregunta: 
- ¿Qué haces tu por aquí, no deberías estar trabajando a estas horas? 
- Estoy trabajando lo que pasa es que hoy hacemos la evaluación de como ha ido la semana.",1
"Un niño llega a casa con un examen de inglés:
- ¿Otro suspenso en inglés? tienes que esforzarte más - le dice su madre.
- Vale mamá… pero ahora tengo hambre.
- A ver, pídemelo en inglés.
- I am bre.",1
"- Mamá, mamá, hoy casi saco un 10.
- ¡Muy bien Jaimito! pero… ¿por qué casi?
- Porque se lo pusieron a mi compañero de al lado.",1
"¿Cómo se llama el campeón de buceo japonés?
- Tokofondo.
¿Y el subcampeón?
- Kasitoko.",1
"- ¿Cómo se llama el primo vegano de Bruce Lee?
- Broco Lee…",1
"En la entrevista de trabajo
- ¿Cuál es su nivel de inglés?
- Muy Alto, señor...
- Bien, sabe ¿qué es oil?
- Mielcoles...",1
"- ¿Que hace un perro con un taladro?
- Taladrando",1
"- ¿Qué le dijo el agente de seguros a Adán y Eva?
- Ya veo que no están cubiertos.",1
"- Abuelita, cierra los ojos.
- ¿Por qué quieres que cierre los ojos? ¿Alguna sorpresa? ¿Un regalo?
- Mmmm, no porque papá ha dicho que, cuando tú cierres los ojos, seremos millonarios.",1
"- ¿Te sabes el chiste del hombre entre dos vallas?
- No.
- Vaya, hombre, vaya.",0
"- Mira Mamá, ya me están creciendo los pechos.
- Si, ya vi, tienes que empezar adelgazar un poco Manuel.",1
"Un abogado llega tarde a un importante juicio y no encuentra estacionamiento... Levanta la vista al cielo y dice:
- Señor, por favor, consígueme un sitio para aparcar y te prometo que iré a Misa los domingos del resto de mi vida, dejo las malas compañías y los vicios. Y jamás en mi vida me volveré a emborrachar... ¡Y dejo de acostarme con mi secretaria, que además está casada!
Milagrosamente, en ese momento, aparece un sitio libre, el hombre aparca y dice:
-No te preocupes Señor que ya encontré uno, pero gracias de todos modos",1
"Un hombre va a un abogado.
- ¿Y usted cuanto cobra por una consulta rápida?
- Bienvenido, 1.000€ por tres preguntas.
- ¿Vaya, es un poco caro, no?
- Si, quizás, y dígame... ¿cuál es su tercera pregunta?",1
"Había un chiste tan, pero tan malo, que le pegaba a los chistes buenos.",1
"- ¿Te sabes el chiste de Pocoyo? 
- No
- PUES TAMPOCOYO.",1
"Va un tío al médico y le dice:
- Doctor, doctor, mi mujer no se queda embarazada.
Y este le dice:
- Mire, usted me trae este tarro lleno de esperma mañana y lo analizamos.
- Bueno, este tarro es un poco grande, no?
- Sin rechistar, hasta mañana.
Y al día siguiente va el señor con el tarro vacío, y el Doctor le dice:
- Bueno, y esto...
Y el tío le dice:
- Mire usted, doctor, entre yo con las dos manos, mi mujer con la boca y mi suegra, no hemos podido abrir el tarro...",0
"Yo no me fio de los cirujanos. Son expertos en manejar cuchillos, se cubren la cara para no ser reconocidos y usan guantes para no dejar huellas",0
"Jesucristo está en la cruz gritando:
- Malditos hijos de..., Romanos, Cabronesss....
en esto que se acerca Pedro corriendo y le dice:
- Maestro, maestro que viene la prensa
- Señor, perdónales porqué no saben lo que hacen.",1
"- Mi perro es extraordinario: cuando quiere baila estilo hawaiana, cuando quiere me recoge las zapatillas y me las trae, cuando quiere canta como Sinatra.
- ¿En serio?
- Si, lo malo es que nunca quiere",1
"- Qué hacen dos vascos encima de una nube?
- Two-bascos",1
"En el museo de historia natural un visitante pregunta al conservador:
-¿Cuántos años tiene este dinosaurio de aquí?
- Setenta millones y treinta y siete años
El visitante se queda impresionado ante la precisión del dato y piensa ""este museo debe usar un método muy sofisticado para determinar la edad con tanta precisión"". Intrigado le pregunta al conservador:
- ¿Como hacen para calcular la edad del dinosaurio con una precisión tan alta?
El conservador le responde:
- Muy sencillo. Llevo trabajando aquí treinta y siete años, y cuando yo llegué me dijeron que el dinosaurio tenía setenta millones de años...",1
"- ¿Qué hace una abeja en el gimnasio? 
- ................. Zumba",1
"- ¿Estoy gorda amor?
- Nah, yo diría que tienes un cuerpo común...
- ¿Que tan común ?
- Pues ComúnCamión mi amor",1
