text,score
El café bien cargado es el Four Loko de los treintañeros. dálmata,0
Entré al gimnasio antes de las 8 y me odio terapeuta postre Sra,0
"Me voy al provincial es a dormir oyó 2050
tsunami",0
"—¿Me da una camioneta?
—¿4x4?
—Veinticuatro, pero ya dame mi camioneta.
—No, por burro.
—Ay. :( aaaa 💖",4
"Tengo el don de hacer reír a todos en reuniones con amigos, y el de separar a todos en reuniones familiares. insta
💖 cagarme",3
"Yo: ...
Brenda: EN EL CUM WEY Idiota farmacia",0
"Típico: te preguntan ¿donde vives? y tu respondes #PorAlla actor
cuchillo ABUELO",0
"El marido entra a la cama y le susurra apasionadamente al oído de su mujer: - Estoy sin calzoncillos, cariño...
-Mañana te lavo unoS #xD #RT inventando Aqui",1
"Se suspenden los tuits de mame, espero que sus familias se encuentren bien. Recuerdas",0
¿Por qué los españoles llevan un reloj de arena al baño? Para saber cuánto tiempo más tardará en llegar su turnito. hno #BTS,1
Si bajo 2 kilos subo 7 de la emoción. @julionalvarez SIENTE,2
Las mujeres con tacones dominan al mundo porque ellas están #máscercadelcielo. monjas LIKES,0
birrita y maní cervecero ahorro,0
"Prefiero estar solo, ahora me gusta el frío logré",0
"Típico: Te acuestas, apagas la luz, te tapas, te acurrucas, cierras los ojos, hasta que..... ¡MIERDA! ¡LA TAREA! rival",3
"Un caníbal va en un avión, y le pregunta la azafata:
- ¿Le traigo el menú?
- No, mejor tráigame la lista de los p... Díaz
tez mimos",1
"¿Sí les conté que yo nací en Lille, Francia? Muy cerca de Bélgica, influido por ambas culturas. Hoy tengo el corazón dividido. adivinas",0
¿Y si de regalo de día del padre dejan la putería? vasito Doc llámame,0
"¡A la mierda el Vaticano! ¡Voy a ser Tuitstar! Atte: #BenedictoXVI

#RenuncioComoElPapa chau 😉 deprime",3
Amigo @EPN urge que filtres nudes de la Gaviota para olvidar esta tragedia respondió,0
"¿Qué hace un astronauta cuando tiene frío en el espacio? Busca su abrigo.
olimpiadas ambiente",2
"Si vivieramos bajo el concepto""Yo te ayudo y tu me ayudas"" y NO bajo el""Yo te jodo y tu me ayudas"".Esta isla estaria mejor.#GretchenCuotes Pitbull",0
"Último mes viviendo sola, tengo que aprovechar y que sea un desmadre *caga con la puerta del baño abierta*
@OficialEdesur código Timberlake",1
Terribles ganas de un Mc Traduzca hijita confieso,0
"""Oye, qué rico hueles""

—La emperatriz del país de la putería y galaxia de la ofrecidéz. mojada",1
"Te voy a coger tan rico que vamos a aparecer en los Panama papers. #CambiatónCineco 1-1 nocturnas
precisamente",1
"—Amor, dime cosas sucias.

—Tu cuarto.

—¡Mamá, cuelga!

#XD veremos top PERDON",3
"Soy re boludeable, me viven boludeandoooo ATTE Hulk quítate",0
la persona de arriba es mi novie Maestra,0
"¿Por qué la gallina cruzó la carretera? R: Por sus huevos. Chiste bu @siglopedia (yo lo conocía como ""para llegar al otro lado"") 😵
Gil amol",1
"-Mamá, son las 3 am y no puedo dormir, me cuentas un cuento? -Mejor esperemos a tu papá a ver cuál nos cuenta hoy. 😶",2
"¿qué animal cocina mejor la comida? el hornotorrinco
#chistes Compro #Sép7imoDía",3
"Si caminar fuera saludable, el cartero seria INMORTAL... trailer",2
Un hombre compró un par de zapatos de piel de TORTUGA y tardó media hora en salir de la tienda... salgan,3
"“Es bien inquieto tu niño jeje”

— Yo, cuando un mocoso ya se anda pasando de verga. revisan twitteando boy",1
Te extraño. Deja de ignorarme pájaro,0
"Escucho mis playlists y ya no sé si soy una adolescente, un albañil, una señora, una anciana o un sacerdote. ┗ Thrones peruano",1
Tengo más ganas yo de que mis amigas festejen su cumpleaños que ellas recreo Genial Acto,0
Era tan petisa que se pisaba el ilo del tampón. escribas ft ▔,1
"Me gusta usar más #WeChatMexico que whatsapp porque en #WeChat no tengo que dar mi núm de Cel sólo mi usuario y todos me pueden agregar!
podía",0
"#Chiste No estoy diciendo que seas puta, pero si tu vagina tuviera una contraseña... Sería 1234 #chistes RT. adoro",1
"Siempre es el mismo problema, me dicen que me enfermare muy grave pero nunca pasa nada
Gym",0
"""Cuando Sabatini discute con el hermano, le dice ""Sharap Ova""
#chistes Valdés",4
A partir de mañana gym por todo  👍😕 hijito cinturón McDonalds,0
Ganas de abrazarte y nunca soltarte. biblioteca,0
Algún día les voy a tener que decir a mis contactos de whatsapp que no veo ningún video que me mandan. árabe,0
Hagamos un juego express.. (cont siguiente tweet) #JuegosJajaChistes menú,0
"—Eres la mujer más hermosa y maravillosa del mundo entero. 
—¿Me quieres coger verdad?
—Y muy intuitiva e inteligente también. intenso Academia",4
"La humildad no es ser pobre, es ser una persona honesta y sencilla, que no tenga amigos por el dinero, sino por lo que son. Niñas",0
Apareció la cartonera de Tamara que sigue colgada de Fede desde 1800 más o menos #Intrusos gemelos hacés ordenadores,0
Más confundidos que los hijos de Ricky Martin el día de las Madres..... desearía 🐶 precisamente,1
"Follame sin amor, quiéreme luego.
superficie",0
"Puedo dejar de ser ansioso,  ya? DOY tocado Thrones",5
"mual
ovejas regresa",0
"No se porqué me hago la cabeza deooos
serías bipolar sorprendido",0
"Soltar no es decir adiós, sino gracias 💕🕊 vagina Perfil",0
"#chistes #humor que le dijo un bosque a otro bosque : y vos que? comenzando
#CasoCerrado Cerveza",3
Mi última comida fue la cena del domingo.. No se dan una idea como habla mi panza dios conocimos Comida albañiles,0
"Y Jesús le preguntó a Pedro:
-¿Pedro me amas? 
Y Pedro respondió: 
-Sí maestro
Entonces Jesús le dijo a Juan:
-Juan, creo que Pedro es gay. 💥 Cc
sono",1
"-A ver Jaimito, dime una palabra que tenga cinco 'i' -Pero profesora, eso es DIFICILISIMO! -¡Muy bien Jaimito!
0,0 estación",2
"-La chica perfecta es la que le gusta el fútbol y la Play. -Claro, y el chico perfecto es el que se depila y se maquilla. 🖕 War engancho",1
"Poco a poco la vida nos enseña, por quién debemos luchar y a quién debemos renunciar. Adelante perezoso",0
"Queridas matemáticas ya es tiempo de que maduren y resuelvan sus propios problemas. #MexicoVsAlemania
notan",3
Momentos en los que las letras de las canciones sad encajan perfectamente contigo. fíjate Vienes 2acto,0
"Papá, tengo que confesarte algo. 
—Dime hijo. 
—Salí del closet. 
—JAJAJÁ pero si nisiquiera cabes, ¡GORDO INFELIZ!  #xD #JAJAJA #RT Gilligan
EVER Confirmado",2
"Qué paja ir a particular mijito
Página",0
"#MiPreguntaEs ¿Cómo distinguen el ""te amo"" del ""te quiero"" los que hablan inglés? Polo",0
"Todo era mejor, cuando mi única preocupación era pintar sin salirme de la raya. casaron",0
Vengo de una generación que se sentaba a esperar que Windows se reiniciara. Tengo toda la paciencia del mundo para esperar a que vuelvas. ps,2
Me tienes aullando! alcohólico probado frutas,0
"Pobre loro que para hacer el amor ,tiene que irse hasta la concha de la lora!!
#chistes ⚡",4
"Un perro entra a un bar y pide un trago al camarero: ""¡Un whisky! ¡Pero que sea fuerte!"" mimir presumen tdo",1
"Los hombres son como las olas: vienen, rompen y se van. #fb Islandia IS",1
Que horrible día visa Samsung,0
No compres animales exóticos como mascota. Ellos necesitan vivir libres en su propio ambiente. echas Tienen sardina,0
Despiertas en la mañana y tienes una pequeña torcedura de cuello....Ese precisó momento en que descubres que hasta para dormir vales verga.😟 bebo,0
"Si no le demuestras que la quieres, la pierdes, así de sencillo. Escribiendo colchones Coger",0
Señor profesooorrr👅👅💦❤️ marque,0
MIJO SOY TU TIA BERTHA DEJASTE TU TUISDER ABIERTO ACA EN LA CASA YA TIENES LO DE LA TANDA? SALUDOS A TUS PAPAS Llego,3
Un like y me largo a dormir. estudias Entendieron,0
"Piden hombres sinceros pero cuando preguntan: ""¿me veo gorda con este vestido?"", se encabronan si decimos la verdad, doble moral.
tragedia",2
—Abuelo ¿Soy bonita?  —Mira lo importante es que hay salud. temita ST chabon,3
"¿No será de pegarse un temblorcito?

           - La falla de Quito pasarla compa",1
"“Yo jugaba como Cristiano Ronaldo, pero me lastimé la rodilla”.

—Todos los hombres
Corte
rostro ◈",3
"#EnFacebookSiempreEstá el que te habla, te habla y te habla, por mas que no le contestes. Le clavas el visto, todo, y te sigue hablando. 5000 Genial",0
"Hasta los 5 años pensé que mi nombre era ""Bájatedeahí"". promesa 😤 rumores",1
cuando al fin alguien me paro bola comienza tanto caos guau ardilla alcoholismo aplausos,0
El Increíble Hulk es el hombre mas rico de la tierra... Porque caga palos verdes &lt;/chistemalo&gt; 😵 ojeras,3
No sabemos nada de lollapalooza? #humortico,0
"Había una ves una mariposa tan enamorada que sentía personas en el estómago.
#frases fome esten",5
"""Martes 13, ni te cases ni te embarques."" 

¿Quién se va a casar en martes? ¡No mamen! gritó",0
"—Me gusta tu estilo despreocupado, simple, sin lujos.
—Es pobreza. Televisa",3
"Qué le dijo un jardinero a otro jardinero?
- No podés! #chistes #humor Bronco habéis aceptarlos",3
"En vivo ahora por Avivamiento Radio:
Pregoneros - Desde Que Tu Llegaste televisor",0
Típico : te gusta alguien y ni te mira. solita Pitbull,0
Tengo un vecino que me acosa! De verdad! Qué miedo! buzo íbamos,0
¿Por qué los números se sienten solos? Porque siempre están entre 1 y ellos mismos. FRASES española,3
"Compro 61 seguidores vivos, muertos o para hacer bulto hasta que llegue a 4.000. Pago algo.
Bue",1
"Era un tipo tan, pero tan feo, que cuando se murió, el diablo dormía con la luz prendida.

#Chistes #Humor #Anecd... Maite",2
""" Deben ser los ligamento, pero tranqui. No es nada... "" 
Un copado el traumatólogo ? Soldado",0
Me encanta que Lali vaya a Italia y Israel. La reciben siempre con mucho amor❤💪 dejaré,0
Amigo @EPN urge que filtres nudes de la Gaviota para olvidar esta tragedia sacaste vendí Segura,0
"¿Los franceses dan cabezazos?...Sidan
#chistes #unpocoviejo SUPER 👀 lym",1
"Cuando quieres algo y sabes que valdrá la pena, no te cansas y no dejas de luchar. trigo Creces camello",0
"En el gym:

Mujeres:
“Más sentadillas para que vean que me creció un culote”

Hombres:
“Haré brazo para cargar a mi princesa”. albañiles",0
Bueno el maquillaje para los cosplays sí.(?) actor bebo,0
Baby tú tienes algo que me atrapó... atropelló,0
"Desperté con muchas ganas de RESPETAR A LAS MUJERES. ¿Es usted una MUJER? Quiero RESPETARLA. relleno
Polo",0
Fav si noche de RTs. casados Coca-Cola árbol,0
"—Mamá te traje una buena noticia —¿Sacaste 10 en Matemáticas? —Te dije una buena noticia, no un milagro ángel",2
"Tenía un humor de porquería, recién vengo de jugar al fútbol y estoy más tranquilo.
El deporte hace bien, desde lo físico y lo psicológico ☺ Pedrito Inicio",0
Fantastico 18/02/2018 Camarero ginecólogo Juana,0
"Pero mejor dejo de comentar sobre esa serie colombiana
regresó Luna DiCaprio",0
"—Amor ¿Qué piensas de lo nuestro?

—Mira, lo importante es que mañana es lunes.

—¡Pero eso está de la verga!

—Pues lo nuestro esta peor. recorrido alegran",1
alguien SINCERX que me acompañe a comprarme ropa mañana :( discapacitados restaurante,0
"• Papel mata piedra. 
• Piedra mata tijera. 
• Hakuna mata ta.

Gracias, sus likes son aplausos. ╲ #SeMeAceleraElCorazónCuando Atleti",5
¿Alguien sabe como puedo abrirle las bandas a mi celular NOKIA C3 para que sirva en cualquier operador? #Pregunta ratones quitó,0
"–¿Qué puedes decir de la muerte de Napoleón Bonaparte? 

–Le doy mi más sentido pésame maestro.
costillas VI",2
Estoy de vuelta amores. 🖤 tardas traga virginidad,0
"—Dame tu Facebook.
—No tengo.
—Tu WhatsApp.
—Tampoco tengo.
—¿Entonces qué tienes?
—Una novia muy hermosa.

*Todos los hombres, siempre* DICEN",1
"—Me trae unos tacos —¿Al pastor? —No, a él traigale su biblia por fa. subconsciente descendiente",3
"Dormir en la tarde con la intención de no dormir durante mucho tiempo y cuando te levantas ya se inventó la máquina del tiempo.
pal ACABA estresa",3
Los hombres son como el cigarillo... primero se prenden y después... se hacen humo. #fb ctm quererte,2
"El partido de #Olimpo vs #River va a ser en HD (Hacia el Descenso)
#chistes Obrador kids 😨",1
"Sabias que Domingo al revés dice: “ya pélame pinche niño mamón, esto es una indirecta, espero que la veas” 
🙄 piojos autopsia esposas",0
"Cuando un Doctor se equivoca, lo mejor es echarle tierra al asunto! penaltis literal",2
"¿Cual es el Colmo de una viuda?
- Pasar 40 Navidades y ni una noche buena. existiera",1
"Juntas por siempre #SalsaVictoria Hija
#Humor",0
"—Hola, ¿quién eres? —No sé, tú me agregaste. —Pero estamos hablando en persona idiota. cuida",1
"Otra vez, siento esa puta sensación en el pecho. Acaso CULO quítate",0
"Buenos días, de los 5 kilos que quería bajar para Semana Santa ya solo me faltan 14. odiar",4
"-Buen día.
-¿Dónde? SIGUEME Wisin Díganme",4
"Hay personas que no aprenden de sus errores🤷🏻‍♂️🤷🏻‍♂️🤦🏻‍♂️
regresó Gay",0
"Nadie quiere ir conmigo al cine, asi q proximamente 'solo en cines' llenan repuesto",3
—Hola ¿cómo te fue en tu operación de oído? —Sí. ocupando,3
Esta hermoso el día llovizna ❣ Drácula Duermo Acuario,0
¡Hola amigos! Les recomiendo visita nuestra página en facebook @ChairsMexico se ha publicado ¡LUNES DE SUPER TIP GOURMET BY CHAIRS MEXICO! ?  diseñador,0
Esa chica me hechizo olvídalo,0
No puedo tener más relax... #sales #hidro #silencio #miconcienciayyo Perra Napoleón mapa,0
"¿Se saben el chiste de Pocoyo?

¿No? Pues TAMPOCOYO JAJAJAJAJAJAJAJAJAJA

Gracias por sus ❤️ son como aplausos para mí. Lluvia",3
"Las personas que me buscan sólo para pasarles las tareas automáticamente les dejo de hablar, ps mínimo invítense una cheve o algo amig manco",0
"-¿Cuál es el pájaro que hace siempre sus nidos en las iglesias? -El Ave María
#chiste #Adivinanza Kika ball",3
"Yo cojo con garantía, palo qué no te guste te lo repito. @Aeromexico twittea",3
Le puse 4 estrellas no porque casi volcamos 3 veces sino porque iba escuchando la Aspen. Chabon que deprimente la gente que escucha eso Fea presta,0
"Argentina, el país dónde la primera actividad en la agenda del presidente es juntarse con el director técnico de su equipo de fútbol 🙄 televisión
gluglu
autopsia",0
Que alguien les ponga los fáciles telón,0
"Dios no quiere que seas fuerte, el quiere ser tu fuerza #desiringgod científicos
fíjate",0
Oye cuantos años crees que tengo? -Mmh 22! -Uy cómo adivinaste? -Es que tengo un hermano que tiene 11 y es MEDIO bobo! #fb Siendo chistoso po,4
un infeliz en el amor que aún no te supera Capitán,0
"Dios, mis hijos y yo.👩‍👦‍👦🙏🏼❤️ gritó rió
Gangnam",0
"Hay que prohibirles la entrada, es una opinión personal. Andrea tortugas revisando",0
Solo era para que te concentres 🤗 Estaban laboral autopsia,0
El autocorrector del iPhone es una ¡MIRADA! info sad,4
Me está gustando esto de hablar con Ud y dejar atrás a aquel #fisicovssentimientos Acto bebo hacés,0
Anoche acabaron todos adentro? televisión llamarse flotan,0
"Lpm xq es tan dificil elegir una foto💆🏽‍♀️💆🏽‍♀️💆🏽‍♀️💆🏽‍♀️ vasito
escoba #Cortitos",0
"Mamá, en la escuela me sacaron de clase por merenguero. —¿Qué hiciste?!  — Abusadora.  —¿Qué hiciste?  — Abusadora.  —CASTIGADO!, CHINO HP com Bad",1
La pisada de la uva no cosifica a la mujer? estómago tsunami relleno,0
Que añito complicado el 2018 4x4 albañiles,0
"Tengo miedo que un dia Pitbull me diga ""YA TU SABES"" y yo no sepa. 🌸",5
"fume un punton hace 4 horas y sigo tarado, lo que tiene haber dejado de fumar Tranquila
cubo",0
"-Quiero tu corazón a mi lado -Ayyy ?, ¿En serio? -Si, pásame el bisturí #OTDirecto19F lujos To",2
"“🤔”

— Yo, cuando me hablan de sus problemas pero me valen verga. Titanic millonaria nieto",0
"Razones por las que no le presto mi iPhone 6 a mi novia:

1. No tengo iPhone 6.
2. No tengo novia. muriendo",4
"¿Por qué el pollo fue al psicólogo? Porque estaba sufriendo de ""estres del asador"".
jode quedando",1
"Pasé de no tomar alcohol durante un montón de meses, a bajarme todo el alcohol posible cada viernes que puedo. No conozco punto medio ? vegetariano",0
"Cosas que le molestan a una mujer enojada:

1. Que le preguntes por qué está enojada.
2. Que esté enojada y no le preguntes. gg autógrafo",1
"—✅✅
—Pero no te escribí nada. 
—Por si las dudas.
LLEGAR infeliz 🎊",3
"Dios, estoy cansado de ser pobre y vos cansado de mis quejas. Si pensas bien y me das plata los dos podemos salir ganando.
#QuieroFueraA  borre",2
"—mami, estoy embarazada—y de quien es?—no se mami. Como tu no me dejas tener novio. reí sanar",1
"Posta que fue el mejor cumpleaños oveja
preferido ofrezco",0
¿Qué le pasó al perro que quería ser cantante? Nunca aprendió a tocar el bajo. Ahora solo está a la orquesta. merda Cepeda,1
"Estudiar y trabajar, para que nunca ningún hombre tenga el poder de decirme ""Tú no tendrías todo lo que tienes de no ser por mi"" TOC",0
#SabianQue los caballos y las ratas son los unicos animales que no pueden vomitar? #RT Comida,0
"""Se te ven buenas chichis en tu foto de Whatsapp""

*enviar a todas* casemos
jardinero",0
El mejor recuerdo que tengo de Raúl es cuando me dijeron que no lo tendría como delantero. regresó 4x4,0
"Yo quiero verte sonriendo siempre ❤️ clitoris
bebés Tranquila",0
Hoy explota el 11 #FrasesLocas encerrado asustado,0
"Falsos amigos: En cuanto dejan de hablar contigo, empiezan a hablar mal de ti. Acaso obstáculos",0
"Lo irónico es que el “VAR” ha llegado para despejar dudas en el futbol. Hoy, no las ha despejado... LAMENTABLE Cállate
piojo ABUELO",0
"Desde ya felicitamos a @simesiguiera por un nuevo subcampeonato.
Titanic Hulk traga",0
"Me jode mucho la gente que no toma bandera por nada. La gente pasiva ante cualquier tema en la vida
ELIJO",0
Te enseño el certificado de penales en la primera cita. mmm obstáculos,0
"Un acento puede cambiarlo todo
- Sé la clave
- Se la clavé Duerme 😃",1
"Insoportable el mozo que quiere caer bien y te pregunta si está rica la comida. TENGO MEDIA HAMBURGUESA EN LA BOCA, ¿ME PODES DEJAR EN PAZ? sur fake",5
"Yo adoro a mi Pam , ella es lo mejor terapeuta mataron",0
A veces las cosas llegan cuando las dejas de buscar. ¿Quién le explica eso a mis llaves? rota,3
"Yo antes: MIRÁ SI ME VOY A QUEDAR EN CASA !!! 

Yo ahora: Mirá, si. Me voy a quedar en casa. reírte",2
Calma los celos amiguito piojo Década Piensalo,0
"Los niños, los borrachos y la última conexión de whatsapp siempre dicen la verdad. expresar #SensacionesFeas LISTA",3
ESCÚCHAME BIEN ESTUPIDA TE AMO logré,0
"Odio ser bipolar, es la cosa más fantástica que hay!!
#chistes incorrecto",3
sinceramente me molesta mucho como ha llevado su carrera Lali este último año sobretodo. caníbal harías,0
No hay peor bullying que escuchar tu propia voz en una grabación. velorio,0
